File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,Frame,X,Y,Distance_px
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,20,190.7020199235913,187.00945185315862,0.3846133892433575
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,21,190.86027789237474,187.2583532094593,0.29495333504094245
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,22,190.9048153424979,187.12116377958822,0.14423773477085092
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,23,190.94076493789353,187.04852067390956,0.08105179955898292
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,24,190.93846303389546,187.20449629023042,0.15599260126265013
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,25,190.80098532034395,187.2018684702084,0.13750282601247746
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,26,190.8129148406611,186.97954532112385,0.2226429789458282
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,27,190.67820306518507,186.5227694575797,0.47622626131746604
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,28,190.84827093126464,186.1745032214589,0.38757250972508367
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,29,190.67103618561808,185.549873690016,0.6492874606944021
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,30,189.8942428520138,185.16788893694107,0.8656328521456184
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,31,189.75020401186015,185.02106358861442,0.20568147798003225
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,32,189.58043876696004,183.8625255077789,1.1709102113834458
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,33,188.7866080757176,183.8331766127876,0.7943730383111408
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,34,189.01501760578842,183.38374362284097,0.5041437551726221
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,35,188.59821216392623,183.41681342851965,0.418115281248549
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,36,188.28496594411533,182.85327642554836,0.6447458010283461
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,37,188.27638671994686,182.8030159270192,0.050987457278551605
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,38,187.209129271442,181.999268871861,1.3360568064511895
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,39,186.56122365125142,181.49348922005566,0.8219457091894076
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,40,185.9318280037822,180.7173741929467,0.9992464242405781
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,41,184.82621586613124,179.88913041493674,1.3814361927839078
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,42,184.81422574357092,179.8553883839465,0.03580904486800455
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,43,184.21781955469422,179.95953468709513,0.6054310816186736
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,44,184.4958744246329,179.86475366554836,0.29376513193716486
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,45,184.7128396072895,179.66063626860364,0.2978889091938665
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,46,184.90632587928323,178.94501218381384,0.7413196127051134
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,47,185.0264914603483,178.33181379573438,0.6248616086910466
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,48,185.02506824243056,177.53468911781619,0.7971259484519502
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,49,184.8574287969008,176.88378239881928,0.6721477073775142
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,50,183.98548855366627,175.10829277507057,1.978040240190076
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,51,183.44759322508617,173.84862739529922,1.369703710115
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,52,182.80681263717025,172.3269382741089,1.6511019179320312
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,53,182.22006108913808,170.64271112096932,1.7835073542014845
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,54,182.2174359486648,170.62789471308128,0.015047169342091367
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,55,180.89050528552121,167.50110982072428,3.3966937966002435
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,56,180.32138750854486,166.6987078412899,0.9837397931723311
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,57,180.0300486482363,166.3287599687806,0.4708925141686309
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,58,180.06728284921115,166.2564688753098,0.08131659066537354
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,59,180.29191779014008,166.1544734305699,0.2467061560517436
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,60,180.87171731143997,166.31958282647875,0.6028503939759552
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,61,181.1992110453649,165.97443344201585,0.47579432883885603
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,62,181.5583562398273,165.29117194376553,0.7719012538509724
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,63,182.14187276253702,164.36497254735457,1.0946857330701232
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,64,182.68880491306126,163.12591810930797,1.3543967947835793
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,65,184.1889061000312,160.0409871210408,3.430321088982725
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,66,185.08792762147192,158.25628893575367,1.998346143334731
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,67,185.9350322788772,156.20467995714068,2.219613863203047
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,68,186.66507950145376,154.31299242964175,2.027671237870372
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,69,187.25184497887855,150.86990590934096,3.49272651545674
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,70,186.2203967365222,148.45888213441407,2.6223884380317752
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,71,187.51123323340084,147.8998477025091,1.4066905692899416
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,72,186.43022626413097,147.11128245375306,1.3380624870146125
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,73,186.08992668113825,145.61737999771503,1.5321711243661622
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,74,185.64495817301543,144.8220056622669,0.9113820860158662
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,75,185.46683102784235,144.65403765210723,0.24483164069316063
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,76,185.20641706040294,144.67646297674122,0.26137775273054714
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,77,184.99973540247964,144.59023109775498,0.22394920110467148
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,78,184.6249402699094,144.43404054389023,0.4060380284098178
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,79,185.1683213268997,143.42870047346128,1.142791157782563
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,80,183.878856693573,143.16360243221948,1.3164330640296924
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,81,184.2828609561404,140.29367470976382,2.898224383358223
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,82,183.5007049620641,138.30575354019456,2.136258077922964
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,83,181.42298731118734,134.0104414446187,4.7714375857979325
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,84,180.79438228882452,131.81932128232182,2.2795069290887486
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,85,180.05424084932685,129.5291150839747,2.4068348055920525
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,86,179.23233447342895,127.93675764227604,1.7919632565637866
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,87,178.37090961483764,126.48097577953087,1.6915536110028695
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,88,176.57814846830763,123.71959069865123,3.2923001220138217
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,89,175.6271000985246,121.87526458780683,2.0750980229399767
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,90,174.36190029261272,120.07396048831106,2.201233065293119
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,91,172.60886234513222,118.3551229120881,2.455105834529871
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,92,170.8983868642015,116.5325353924878,2.4995102795283595
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,93,167.77017200909285,113.35930592887131,4.455907697482787
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,94,166.1114344157118,111.92685547906947,2.191648852994699
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,95,166.37404206286078,112.16574756588577,0.35501014842474593
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,96,163.05303925769417,108.65325294395768,4.833909194533782
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,97,159.7862966585504,105.48782273552443,4.548797161175936
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,98,159.7863565175262,105.47409665025408,0.013726215791174123
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,99,156.7036284822214,102.74822857619209,4.115041785552682
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,100,154.6431484272591,101.6640873993459,2.328291250731087
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,101,152.41370175790584,100.32300120555304,2.601719552655922
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,102,148.13281179620418,97.42882315423067,5.167425418615561
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,103,146.3514936253596,95.91843899223728,2.3354560031354716
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,104,144.50199591558885,94.75242024052649,2.186376341755573
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,105,142.47133483900342,93.31500254416588,2.487921630954189
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,106,140.60900341453925,91.67277833802173,2.482977784393678
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,107,136.9262929940923,88.52507067522023,4.8446279084494925
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,108,134.91430506534567,87.2157061856101,2.4005271904467516
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,109,133.31513005733837,86.09870379481427,1.9506550303112997
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,110,131.45348313135852,84.62296248503893,2.375613960724183
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,111,129.63804118947547,83.4467791726503,2.1631543238265722
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,112,125.51860107734747,81.91620781656131,4.394591620786765
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,113,123.9549598583601,81.24873685573259,1.7001445071716492
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,114,123.90860996681128,81.18394003464437,0.07966768773929614
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,115,121.38579314087609,80.39327137473465,2.643815739983623
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,116,119.32018113719757,79.92689638778094,2.117606804436763
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,117,115.1552561839387,78.56403483692375,4.3822358988401335
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,118,112.90534786200277,77.48651186666652,2.4946228589805997
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,119,110.69737549809184,76.43825876761208,2.4441719496532213
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,120,108.86661048095031,75.6161326240692,2.0068861312705137
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,121,106.91419141037123,74.80618989027107,2.113751986206818
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,122,103.35309227599107,73.73729807374482,3.718058197543428
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,123,100.88681669579113,73.28211003423169,2.5079297017273827
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,124,99.35430060071856,72.88814842743308,1.5823436192204936
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,125,98.24518603958191,72.5658456007037,1.1549953341217856
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,126,98.25154925337577,72.20089737114026,0.3650036996405305
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,127,98.4183650891666,71.98260827703814,0.2747319633288346
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,128,98.28371212086454,71.92604168482835,0.1460520497178497
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,129,98.28371212086454,71.92604168482835,0.0
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,130,97.7358450813722,71.55123978879752,0.663803249638323
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,131,97.4168877393836,71.25786427368132,0.4333624105504893
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,132,97.35284270375688,70.97860608214278,0.2865081222754544
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,133,97.23448434331972,70.77135153816961,0.23866953614337968
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,134,97.38961848136817,70.62230971650527,0.21512802093883904
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,135,97.56777683343866,70.3517422100786,0.3239555122951572
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,136,97.6301826781382,70.12464342715396,0.2355171897304249
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,137,97.6301826781382,70.12464342715396,0.0
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,138,97.67114123680277,69.81542590726049,0.31191838377521897
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,139,97.65562258293326,69.85631680793968,0.04373664797714502
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,140,97.71731026143092,69.99317562322784,0.15011896948923822
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,141,97.79578048200226,69.79381233902463,0.21425054166747343
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,142,97.89016781904469,69.43236019679144,0.3735727780753365
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,143,98.05756054720112,68.85832051801265,0.5979480564832593
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,144,98.38233347090156,68.54875870072819,0.4486713392778588
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,145,99.05203707162764,68.2529925776825,0.7321068995487956
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,146,99.32757992282004,67.88607560892143,0.45885937367351615
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,147,99.51120862673062,67.44549407045581,0.47731707798550016
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,148,99.56284811174687,66.77947892846511,0.6680140760295651
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,149,99.61588096338745,65.17653828576542,1.603817691438661
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,150,99.54517002059565,64.22822655734484,0.950944357830956
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,151,99.47931752215591,63.18346549905062,1.04683438063469
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,152,99.42627265959119,63.16093902162516,0.05762985016212974
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,153,99.2025062520063,61.30878567602985,1.8656214569851393
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,154,99.07369905492322,59.048114165205,2.264338087361405
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,155,99.15536587671723,57.67675245003439,1.373791259113845
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,156,99.14858223422796,57.62191815012311,0.055252314450916155
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,157,99.45321021032709,55.61140583434332,2.0334596075959914
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,158,99.58778428866367,54.84464466711006,0.7784811302382713
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,159,99.83452014852685,53.73923644368117,1.132610226409171
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,160,99.83146087682732,53.417534201604816,0.32171678802991555
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,161,99.86590357291847,53.01154594805907,0.407446636176015
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,162,99.92327646163196,52.22433187461791,0.7893019990999384
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,163,100.00534902974914,51.007785661754575,1.2193115247833397
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,164,100.03241288457443,49.590607199309424,1.417436858084481
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,165,100.03145793865414,48.741521561749416,0.849086174562039
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,166,100.49836784013054,48.54466673089826,0.5067116344886297
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,167,100.95462527660311,48.459744348284126,0.4640933735848653
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,168,101.72860079535349,48.227983741081744,0.8079301223965663
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,169,101.99451338319788,48.236739072043456,0.2660566860545952
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,170,102.26549642676397,48.09162053827066,0.3073942074026567
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,171,102.26549642676397,48.09162053827066,0.0
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,172,102.75820332421019,47.774542034371464,0.5859171139555701
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,173,103.17750022005421,47.90171211160431,0.4381576376235448
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,174,103.24887419145661,47.90317238207975,0.07138890798724451
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,175,103.30932167576889,47.869176088086306,0.06935161400408693
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,176,103.41376515875083,47.911209154583084,0.11258427872719752
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,177,103.47440969025098,48.093257865457524,0.19188405960870647
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,178,103.4459412742747,48.18334183874113,0.09447525046677352
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,179,103.63944682852485,48.16359612502871,0.1945103923590488
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,180,103.83415959093,48.11442580532936,0.20082524787182301
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,181,104.04238943052657,48.18267328621177,0.21912869448159294
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,182,104.97556605634593,47.65157062425007,1.0737265259452242
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,183,105.36713039035763,47.403222212358756,0.46368045177575395
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,184,105.50451526043717,47.03330605609193,0.39460431471791496
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,185,105.47519483999808,46.76750623157601,0.26741210475111404
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,186,105.36564522125822,46.84541137124971,0.13442592664225306
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,187,104.80488740190738,46.951807719953464,0.5707622228043833
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,188,104.76823115450337,46.897890452130056,0.06519779323938174
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,189,104.85162972572819,46.75575369775862,0.1647973865860348
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,190,105.14024366906933,46.59034709629211,0.3326519984903548
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,191,105.41809119270894,46.588414905905786,0.27785424191894453
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,192,105.83879833754969,46.631081496205276,0.42286515539571035
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,193,106.0922005094647,46.65744439543822,0.25476982393370734
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,194,106.0922005094647,46.65744439543822,0.0
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,195,106.29457677200821,46.670138913913014,0.2027740181590987
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,196,105.83068085576463,46.94793331369444,0.5407117066028814
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,197,105.4313520293545,47.14876722330388,0.44698743925428175
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,198,104.96193094766518,47.25800117216725,0.4819628694398102
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,199,104.71080886540084,47.224747270673625,0.2533142754866534
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,200,104.42703355593409,47.26260985573662,0.2862900655115385
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,201,104.05105436113158,47.45056809341439,0.4203434952931677
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,202,103.76826431159793,47.37097768971057,0.2937768617113646
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,203,103.6595036600342,47.164536438951814,0.23333852948753836
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,204,103.52542164111878,46.840068683288415,0.3510802077327609
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,205,103.29465540579326,46.48918878381456,0.41996399752966135
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,206,103.14089419976536,45.82247710822038,0.6842126620084978
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,207,103.17806392342229,45.66160519803814,0.1651101445775416
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,208,103.18921411653594,45.57385873134163,0.08845207303502342
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,209,103.18921411653594,45.57385873134163,0.0
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,210,103.4128017606168,45.20410688727995,0.43209705017813527
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,211,103.52345416168245,44.93166229518991,0.2940578338026406
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,212,103.59535186319104,44.805139447749006,0.14552426054363662
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,213,103.59535186319104,44.805139447749006,0.0
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,214,103.67254502563088,44.77540349663532,0.08272249461965674
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,215,103.67206367383076,44.72877706659155,0.04662891461510039
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,216,103.66784125171979,44.73773638066801,0.009904451383288685
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,217,103.71603629401724,44.72944890438483,0.048902396313445784
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,218,103.72502551619118,44.70408131705391,0.026913204979790523
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,219,103.77074277348244,44.6162340027288,0.09903140031510096
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,220,103.81416227562167,44.534482164835026,0.09256682000062906
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,221,103.85192869176142,44.471350851628955,0.07356537837300596
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,222,103.91264057189267,44.399586853848646,0.09400002003448486
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,223,103.94847120401826,44.34573600567846,0.06468189891436471
Cage_5_Mouse_1.mp4,99.0,True,0.9,100.0,0.0,224,103.90926133351186,44.34877522252643,0.03932748128443268
